#{"t_start": 1627293613.616617, "env_id": null}
r,l,t
-0.21,22,80.611537
-0.31,32,80.640017
-0.23,24,80.660125
-0.21,22,80.680592
-0.23,24,80.701605
-0.23,24,80.723976
-0.18,19,80.741486
-0.21,22,80.758309
-0.16,17,80.774089
-0.21,22,80.794588
-0.23,24,80.814556
-0.21,22,80.838447
-0.21,22,80.860588
-0.28,29,80.888184
-0.22,23,80.907208
-0.22,23,80.931117
-0.27,28,80.960448
-0.19,20,80.97838
-0.24,25,81.002769
-0.18,19,81.020536
-0.22,23,81.040138
-0.27,28,81.067189
-0.27,28,81.093343
-0.25,26,81.118209
-1.26,27,81.142381
-0.25,26,81.167534
-0.18,19,81.184142
-0.21,22,81.203051
-0.18,19,81.22131
-0.22,23,81.240807
-0.19,20,81.257777
-0.16,17,81.273167
-0.32,33,81.306179
-1.11,12,81.318207
-0.19,20,81.338748
-0.18,19,81.355705
-0.2,21,81.374821
-0.22,23,81.398631
-0.23,24,81.421303
-0.33,34,82.226399
-0.22,23,82.251291
-0.2,21,82.272095
-0.25,26,82.294137
-0.21,22,82.313288
-0.23,24,82.342443
-0.21,22,82.361315
-0.24,25,82.385714
-0.24,25,82.408544
-0.22,23,82.428186
-0.25,26,82.452901
-1.15,16,82.468472
-0.27,28,82.492764
-0.19,20,82.51072
-0.25,26,82.534037
-0.22,23,82.553795
-0.21,22,82.573174
-0.28,29,82.598447
-0.28,29,82.627518
-0.18,19,82.644744
-1.17,18,82.66169
-0.33,34,82.689959
-1.2,21,82.70809
-0.28,29,82.736272
-0.18,19,82.753628
-0.21,22,82.773205
-0.25,26,82.797165
-0.3,31,82.82975
-0.23,24,82.854019
-0.21,22,82.87679
-0.23,24,82.901788
-1.2,21,82.9191
-0.23,24,82.941014
-0.23,24,82.964681
-0.18,19,82.983485
-0.19,20,83.000059
-0.38,39,83.031165
-0.2,21,83.048445
-1.23,24,83.071612
-0.26,27,83.099744
-0.17,18,83.116584
-0.24,25,83.138872
-1.21,22,83.159549
-0.24,25,83.179394
-0.27,28,83.202374
-1,1,83.204273
-0.19,20,83.223239
-0.26,27,83.248694
-0.26,27,83.274527
-0.23,24,83.296861
-1.15,16,83.311203
-0.23,24,83.334083
-0.18,19,83.350062
-0.19,20,83.367753
-0.24,25,83.387755
-0.21,22,83.408286
-0.26,27,83.432465
-1.19,20,83.456675
-0.29,30,83.48932
-0.15,16,83.504083
-0.22,23,83.525689
-0.26,27,83.553082
-1.19,20,83.570695
-0.24,25,83.59322
-0.3,31,83.622049
-0.16,17,83.637974
-0.23,24,83.657304
-0.21,22,83.675249
-0.24,25,83.699158
-0.3,31,83.724099
-1.14,15,83.738174
-1.14,15,83.751574
-0.3,31,83.78209
-0.19,20,83.798864
-0.26,27,83.819868
-0.19,20,83.835949
-1.17,18,83.852457
-0.3,31,83.877312
-0.19,20,83.894537
-0.19,20,83.912079
-0.2,21,83.933217
-0.19,20,83.952112
-0.26,27,83.977476
-0.19,20,83.99515
-0.23,24,84.016164
-0.23,24,84.036404
-0.15,16,84.051115
-0.34,35,84.880475
-0.3,31,84.907295
-0.25,26,84.932748
-0.2,21,84.950498
-1.12,13,84.960982
-0.22,23,84.982709
-0.22,23,85.00426
-0.29,30,85.034136
-0.21,22,85.05401
-0.22,23,85.076114
-0.31,32,85.10479
-0.25,26,85.128019
-0.21,22,85.147117
-0.22,23,85.16785
-0.28,29,85.192274
-0.17,18,85.209092
-0.29,30,85.235592
-0.21,22,85.25728
-0.29,30,85.287022
-1.18,19,85.302437
-0.27,28,85.325797
-0.46,47,85.363526
-0.22,23,85.384882
-0.18,19,85.400079
-0.19,20,85.420008
-0.23,24,85.442344
-0.31,32,85.470937
-0.18,19,85.486436
-0.24,25,85.509353
-0.21,22,85.527001
-0.31,32,85.554156
-0.26,27,85.580073
-0.26,27,85.603529
-0.33,34,85.634278
-0.21,22,85.652658
-0.15,16,85.666422
-0.27,28,85.689042
-0.2,21,85.709028
-0.15,16,85.721755
-0.27,28,85.750189
-0.22,23,85.769779
-0.18,19,85.784425
-0.27,28,85.808423
-0.24,25,85.831453
-0.24,25,85.853204
-0.24,25,85.874193
-0.18,19,85.890585
-0.21,22,85.908417
-0.22,23,85.93061
-0.27,28,85.962533
-0.21,22,85.98205
-0.36,37,86.01198
-0.21,22,86.031616
-0.25,26,86.055683
-1.2,21,86.074195
-0.28,29,86.10429
-0.41,42,86.146227
-1.16,17,86.161674
-0.19,20,86.179155
-0.22,23,86.201432
-0.31,32,86.231394
-0.18,19,86.247982
-0.19,20,86.264057
-0.25,26,86.286492
-0.23,24,86.305387
-0.24,25,86.329737
-0.25,26,86.356074
-0.22,23,86.377164
-0.2,21,86.395829
-0.19,20,86.412606
-0.18,19,86.428457
-0.25,26,86.450471
-0.24,25,86.471851
-0.23,24,86.49442
-0.28,29,86.517249
-0.2,21,86.536442
-0.27,28,86.559132
-0.21,22,86.576278
-0.22,23,86.596061
-0.18,19,86.612806
-0.14,15,86.627069
-0.33,34,86.65354
-0.33,34,86.683465
-0.26,27,87.459485
-0.21,22,87.480233
-1.13,14,87.493438
-0.23,24,87.516215
-0.31,32,87.544574
-0.25,26,87.566772
-1.21,22,87.584165
-0.24,25,87.605703
-1.28,29,87.638989
-0.14,15,87.652673
-0.22,23,87.67431
-0.21,22,87.695664
-0.23,24,87.713975
-0.2,21,87.733032
-0.19,20,87.752146
-0.29,30,87.783663
-1.11,12,87.793249
-0.18,19,87.81121
-0.25,26,87.832422
-0.28,29,87.855891
-1.11,12,87.866354
-0.29,30,87.894048
-0.28,29,87.921563
-1.2,21,87.939394
-0.22,23,87.959628
-0.23,24,87.979211
-0.23,24,88.000501
-0.21,22,88.019657
-0.2,21,88.039532
-0.22,23,88.058973
-0.28,29,88.081384
-0.36,37,88.119224
-0.27,28,88.146648
-0.19,20,88.164588
-0.2,21,88.183548
-0.22,23,88.204329
-0.26,27,88.229676
-1.16,17,88.246844
-1.2,21,88.263991
-0.2,21,88.283267
-0.33,34,88.308964
-0.2,21,88.328559
-0.22,23,88.349823
-0.15,16,88.364151
-1.22,23,88.386166
-0.28,29,88.418203
-0.19,20,88.437723
-0.23,24,88.460854
-0.19,20,88.479229
-0.3,31,88.506225
-0.2,21,88.525947
-0.2,21,88.543224
-0.23,24,88.563242
-0.22,23,88.583633
-0.21,22,88.602196
-0.18,19,88.62239
-0.18,19,88.640153
-0.24,25,88.663542
-0.18,19,88.680917
-0.31,32,88.711808
-0.17,18,88.728539
-0.21,22,88.74567
-0.19,20,88.764071
-0.19,20,88.780711
-0.21,22,88.800062
-0.39,40,88.843845
-0.23,24,88.862986
-0.34,35,88.891988
-0.15,16,88.905147
-0.34,35,88.933343
-0.23,24,88.955406
-0.26,27,88.982662
-0.2,21,89.000226
-0.25,26,89.023427
-0.28,29,89.048078
-0.28,29,89.072951
-0.25,26,89.09749
-1,1,89.099834
-0.31,32,89.131519
-0.19,20,89.148253
-0.22,23,89.168982
-0.2,21,89.189376
-0.3,31,89.218941
-0.21,22,89.238214
-0.29,30,89.269767
-0.21,22,89.291185
-0.29,30,90.079496
-0.17,18,90.096603
-0.29,30,90.124192
-0.28,29,90.151875
-0.18,19,90.171741
-0.24,25,90.193853
-0.18,19,90.210766
-0.22,23,90.231637
-0.24,25,90.253656
-0.18,19,90.269567
-1.16,17,90.285775
-0.29,30,90.313667
-0.2,21,90.331062
-0.25,26,90.35565
-0.24,25,90.375848
-0.2,21,90.394055
-0.24,25,90.417964
-0.22,23,90.436327
-0.27,28,90.463169
-0.27,28,90.492576
-0.21,22,90.510637
-0.35,36,90.550812
-0.27,28,90.575801
-0.22,23,90.594982
-0.19,20,90.6109
-0.22,23,90.630841
-0.25,26,90.651179
-0.33,34,90.684152
-1.13,14,90.698131
-0.25,26,90.721758
-0.29,30,90.746982
-0.32,33,90.773193
-0.24,25,90.796347
-0.28,29,90.8235
-0.25,26,90.846652
-0.33,34,90.880365
-0.27,28,90.91018
-0.36,37,90.943791
-0.26,27,90.966597
-0.4,41,91.007829
-0.18,19,91.025406
-0.31,32,91.055568
-0.18,19,91.069622
-0.24,25,91.093766
-0.25,26,91.117451
-0.24,25,91.138145
-0.35,36,91.173429
-0.4,41,91.208122
-1.14,15,91.221728
-0.2,21,91.240176
-0.25,26,91.262588
-0.23,24,91.285367
-0.21,22,91.303782
-0.18,19,91.318975
-0.18,19,91.334851
-0.29,30,91.361944
-1.19,20,91.380452
-0.27,28,91.406241
-0.25,26,91.434487
-0.22,23,91.453601
-0.19,20,91.469691
-0.21,22,91.489803
-0.17,18,91.507155
-0.28,29,91.535734
-1.12,13,91.548557
-0.22,23,91.569039
-0.56,57,91.620189
-0.16,17,91.63581
-0.23,24,91.660585
-0.3,31,91.686938
-0.22,23,91.706816
-0.22,23,91.725119
-0.21,22,91.743328
-0.31,32,91.776456
-0.21,22,91.795062
-0.31,32,91.824446
-0.21,22,91.844565
-0.23,24,91.863595
-0.19,20,91.880451
-0.26,27,91.907706
-0.16,17,91.921057
-0.22,23,92.67991
-0.2,21,92.698424
-0.28,29,92.726579
-0.29,30,92.756331
-0.16,17,92.770184
-0.26,27,92.792758
-0.21,22,92.811675
-0.24,25,92.836974
-0.31,32,92.862869
-0.21,22,92.882382
-0.23,24,92.90303
-0.26,27,92.927888
-0.19,20,92.943194
-1.14,15,92.958356
-0.17,18,92.972473
-0.21,22,92.990789
-0.23,24,93.01255
-0.23,24,93.036645
-0.21,22,93.054691
-1.19,20,93.071907
-1.13,14,93.082723
-0.39,40,93.11571
-0.27,28,93.138346
-0.22,23,93.159305
-0.19,20,93.177081
-0.18,19,93.192947
-0.24,25,93.212965
-0.25,26,93.235929
-0.18,19,93.252568
-0.23,24,93.273455
-0.23,24,93.294932
-0.36,37,93.329629
-0.22,23,93.348649
-0.2,21,93.367657
-0.2,21,93.385406
-0.25,26,93.406767
-0.21,22,93.423983
-0.13,14,93.436864
-0.2,21,93.458507
-0.21,22,93.47851
-0.23,24,93.499514
-0.26,27,93.522068
-0.23,24,93.546158
-0.25,26,93.569085
-0.18,19,93.586204
-0.23,24,93.605056
-0.23,24,93.625822
-0.2,21,93.643497
-0.26,27,93.667602
-0.22,23,93.687257
-0.2,21,93.702964
-0.21,22,93.723577
-1.04,5,93.730454
-0.15,16,93.745331
-0.23,24,93.767931
-0.35,36,93.796534
-0.19,20,93.812531
-0.27,28,93.834666
-0.24,25,93.857627
-0.21,22,93.877229
-0.26,27,93.900259
-0.24,25,93.922811
-0.28,29,93.951891
-0.28,29,93.978795
-0.27,28,94.005349
-0.19,20,94.021972
-0.24,25,94.043509
-0.3,31,94.067515
-1.13,14,94.079937
-0.21,22,94.0978
-0.28,29,94.125819
-1.25,26,94.148913
-0.21,22,94.1691
-0.34,35,94.200894
-0.18,19,94.217331
-0.16,17,94.232082
-0.29,30,94.257989
-0.22,23,94.279322
-0.25,26,94.303818
-0.24,25,94.325067
-0.28,29,94.348774
-0.24,25,94.373143
-0.14,15,94.384952
-0.22,23,94.403886
-0.24,25,94.427244
-0.18,19,94.445777
-0.22,23,94.466425
-0.22,23,95.229816
-0.18,19,95.246475
-0.14,15,95.259189
-0.18,19,95.276828
-0.22,23,95.296584
-0.26,27,95.317075
-0.18,19,95.332786
-0.27,28,95.356099
-1.13,14,95.369442
-0.26,27,95.392272
-0.2,21,95.410737
-0.2,21,95.428711
-0.25,26,95.451218
-0.23,24,95.471904
-1.16,17,95.486644
-0.29,30,95.516314
-1.11,12,95.526881
-0.16,17,95.541151
-0.14,15,95.556219
-0.23,24,95.577022
-0.2,21,95.594689
-0.18,19,95.611646
-0.18,19,95.627895
-0.25,26,95.650593
-0.22,23,95.673146
-0.2,21,95.691178
-0.2,21,95.709754
-0.24,25,95.733137
-0.29,30,95.75985
-0.19,20,95.777269
-0.22,23,95.798986
-0.2,21,95.819322
-0.22,23,95.840799
-0.23,24,95.861184
-0.28,29,95.886671
-0.2,21,95.903602
-0.26,27,95.925514
-0.17,18,95.940217
-0.23,24,95.962202
-0.24,25,95.98536
-1.12,13,95.996835
-0.22,23,96.016635
-0.24,25,96.037469
-0.22,23,96.059143
-0.17,18,96.073367
-0.3,31,96.097265
-0.18,19,96.11489
-0.21,22,96.136353
-1.14,15,96.149693
-0.22,23,96.169973
-0.22,23,96.189601
-0.27,28,96.213224
-0.21,22,96.232334
-1.13,14,96.244676
-1.18,19,96.263601
-0.19,20,96.279777
-0.2,21,96.296435
-0.24,25,96.317629
-0.18,19,96.334431
-0.19,20,96.354197
-0.17,18,96.369506
-0.29,30,96.394902
-0.18,19,96.411849
-0.25,26,96.435302
-1.3,31,96.461088
-0.19,20,96.479799
-0.21,22,96.498852
-1.16,17,96.513165
-0.18,19,96.529812
-0.22,23,96.54974
-0.27,28,96.581526
-0.2,21,96.598944
-0.3,31,96.626268
-1.13,14,96.6378
-0.26,27,96.65975
-0.22,23,96.684776
-0.2,21,96.70365
-0.23,24,96.725783
-0.22,23,96.744075
-0.17,18,96.759701
-1.2,21,96.779075
-0.15,16,96.792574
-0.25,26,96.815939
-0.2,21,96.832792
-0.22,23,96.854131
-0.37,38,96.892196
-0.22,23,96.913515
-1.19,20,96.929195
-0.24,25,96.950207
-0.15,16,96.966281
-0.22,23,96.985798
-0.23,24,97.006556
-0.15,16,97.021781
-0.29,30,97.788836
-0.31,32,97.819908
-1.1,11,97.829925
-0.26,27,97.85245
-0.25,26,97.873485
-0.2,21,97.891233
-0.39,40,97.935112
-0.24,25,97.957494
-0.24,25,97.983356
-0.2,21,98.001823
-0.26,27,98.026283
-0.27,28,98.04968
-0.21,22,98.069273
-0.31,32,98.099755
-0.29,30,98.127657
-0.25,26,98.149517
-1.2,21,98.16878
-0.25,26,98.193804
-0.25,26,98.218541
-0.13,14,98.231321
-0.22,23,98.251673
-0.23,24,98.273816
-0.21,22,98.296626
-0.25,26,98.317895
-1.18,19,98.336302
-1.26,27,98.358998
-0.22,23,98.38138
-0.3,31,98.410625
-0.27,28,98.436488
-0.17,18,98.451113
-0.24,25,98.477125
-0.3,31,98.506536
-0.28,29,98.532565
-1.19,20,98.557515
-1.21,22,98.579648
-0.17,18,98.601027
-0.18,19,98.616107
-0.19,20,98.633361
-0.27,28,98.660362
-0.25,26,98.683429
-0.19,20,98.700709
-0.38,39,98.741539
-0.26,27,98.767666
-0.29,30,98.791038
-0.3,31,98.82329
-0.13,14,98.83783
-0.26,27,98.860907
-0.3,31,98.889597
-0.19,20,98.907381
-0.25,26,98.933499
-0.22,23,98.954244
-0.27,28,98.97663
-0.33,34,99.009658
-0.22,23,99.029498
-0.21,22,99.048138
-0.21,22,99.067318
-0.26,27,99.094795
-0.21,22,99.114234
-0.16,17,99.129313
-0.3,31,99.157627
-1.19,20,99.174819
-0.24,25,99.197293
-1.21,22,99.214814
-0.2,21,99.232355
-0.25,26,99.25647
-0.25,26,99.279056
-0.22,23,99.300385
-0.21,22,99.319667
-0.18,19,99.336355
-0.2,21,99.35358
-0.27,28,99.381075
-0.18,19,99.397996
-0.21,22,99.420641
-0.24,25,99.444945
-0.25,26,99.466473
-0.23,24,99.488142
-0.24,25,99.509335
-0.21,22,99.530608
-0.21,22,99.551888
-0.21,22,99.572462
-0.24,25,99.597296
-0.42,43,99.634858
-0.24,25,99.662656
-0.25,26,100.513708
-0.26,27,100.540288
-0.23,24,100.56352
-0.34,35,100.599541
-0.33,34,100.633584
-0.25,26,100.656339
-0.24,25,100.676792
-0.27,28,100.704094
-0.35,36,100.739076
-0.31,32,100.769362
-1.18,19,100.786165
-0.27,28,100.811152
-0.17,18,100.825073
-0.24,25,100.84703
-0.22,23,100.868847
-0.17,18,100.885311
-0.19,20,100.902573
-0.26,27,100.930074
-0.22,23,100.94764
-1.14,15,100.961684
-0.28,29,100.988109
-0.26,27,101.012384
-0.24,25,101.03485
-0.38,39,101.079655
-0.21,22,101.098638
-0.17,18,101.114605
-0.29,30,101.143102
-0.29,30,101.173657
-0.19,20,101.207599
-0.23,24,101.239632
-0.22,23,101.27777
-0.22,23,101.301428
-0.18,19,101.323265
-0.24,25,101.350327
-0.28,29,101.393857
-1.25,26,101.419862
-0.26,27,101.445068
-0.22,23,101.466411
-0.27,28,101.494436
-0.27,28,101.520487
-0.26,27,101.557762
-0.19,20,101.581136
-0.22,23,101.60639
-0.23,24,101.628872
-0.32,33,101.669274
-1.22,23,101.692021
-0.27,28,101.721942
-0.2,21,101.74259
-0.16,17,101.757571
-1.17,18,101.774244
-0.24,25,101.800242
-0.24,25,101.823953
-0.19,20,101.842587
-0.3,31,101.871369
-0.27,28,101.89851
-1.1,11,101.911242
-0.19,20,101.927815
-0.26,27,101.951324
-0.25,26,101.97653
-1.15,16,101.99117
-0.31,32,102.025354
-0.2,21,102.044873
-0.31,32,102.073869
-0.33,34,102.105305
-0.22,23,102.126306
-0.29,30,102.156702
-0.2,21,102.175414
-0.28,29,102.198031
-1.12,13,102.209146
-0.2,21,102.226207
-0.27,28,102.251954
-0.36,37,102.290807
-0.23,24,102.316488
-0.14,15,102.337824
-0.25,26,102.3672
-0.22,23,102.387774
-0.2,21,102.405583
-0.25,26,102.432801
-0.23,24,102.455517
-1.13,14,102.468114
-0.15,16,102.483118
-0.3,31,102.522483
-0.24,25,102.564643
-0.17,18,103.526461
-0.32,33,103.563559
-0.24,25,103.58699
-0.24,25,103.611722
-0.24,25,103.636141
-0.18,19,103.654023
-0.19,20,103.671944
-0.35,36,103.705822
-0.16,17,103.72256
-0.28,29,103.752913
-0.21,22,103.775113
-0.19,20,103.793642
-0.23,24,103.816227
-0.19,20,103.835829
-0.27,28,103.859483
-0.21,22,103.878839
-0.25,26,103.907198
-0.19,20,103.92754
-0.18,19,103.944469
-0.27,28,103.97705
-0.37,38,104.022991
-0.26,27,104.055546
-0.29,30,104.085703
-0.25,26,104.114116
-0.21,22,104.135516
-0.29,30,104.16136
-0.24,25,104.19093
-0.23,24,104.217468
-0.19,20,104.239563
-0.22,23,104.261391
-1.13,14,104.275019
-0.2,21,104.298122
-0.21,22,104.325696
-0.21,22,104.351067
-0.3,31,104.385177
-0.23,24,104.406944
-0.25,26,104.428253
-0.22,23,104.451838
-0.25,26,104.479494
-0.23,24,104.504215
-0.22,23,104.528612
-0.25,26,104.559212
-0.28,29,104.593871
-0.17,18,104.613361
-0.22,23,104.637216
-0.23,24,104.661041
-0.21,22,104.68347
-0.33,34,104.713821
-0.3,31,104.743651
-0.26,27,104.772385
-0.17,18,104.789487
-0.21,22,104.808275
-0.27,28,104.834488
-0.24,25,104.855545
-0.28,29,104.883918
-0.29,30,104.912074
-1.22,23,104.932415
-0.31,32,104.963501
-0.2,21,104.984071
-0.23,24,105.00732
-0.22,23,105.027062
-1.11,12,105.038239
-0.19,20,105.055166
-0.2,21,105.074699
-0.19,20,105.093135
-0.25,26,105.117377
-0.25,26,105.142429
-1.21,22,105.162942
-0.22,23,105.180343
-0.26,27,105.210142
-0.16,17,105.224967
-0.26,27,105.248155
-0.17,18,105.264061
-0.22,23,105.281977
-0.22,23,105.30126
-0.26,27,105.325714
-0.18,19,105.343336
-0.25,26,105.363752
-0.22,23,105.382068
-0.2,21,105.40195
-1.16,17,105.416831
-0.23,24,105.439938
-0.2,21,105.459863
-0.31,32,105.492676
-0.21,22,105.510692
-0.2,21,106.298692
-0.22,23,106.315504
-0.18,19,106.331034
-0.31,32,106.367118
-0.17,18,106.391091
-0.23,24,106.412896
-1.18,19,106.42854
-0.16,17,106.443291
-0.17,18,106.457956
-1.31,32,106.489888
-0.24,25,106.511086
-0.29,30,106.535952
-0.17,18,106.551492
-0.33,34,106.585606
-0.27,28,106.608095
-0.26,27,106.62994
-0.23,24,106.648921
-0.21,22,106.668955
-0.19,20,106.68651
-0.23,24,106.709361
-0.19,20,106.727251
-0.23,24,106.74544
-0.21,22,106.765633
-0.36,37,106.804323
-0.19,20,106.821474
-0.22,23,106.845304
-0.21,22,106.86531
-0.16,17,106.879221
-0.33,34,106.915125
-0.19,20,106.932149
-1.14,15,106.945093
-0.26,27,106.965929
-0.22,23,106.986675
-0.2,21,107.005531
-0.22,23,107.024636
-1.19,20,107.040056
-1.19,20,107.057061
-0.21,22,107.077276
-0.21,22,107.094603
-0.17,18,107.109556
-0.2,21,107.127463
-0.2,21,107.147886
-0.15,16,107.161362
-0.33,34,107.194841
-0.18,19,107.211196
-1.13,14,107.224519
-0.14,15,107.23683
-0.19,20,107.253658
-0.29,30,107.280073
-0.21,22,107.300887
-0.27,28,107.322587
-0.15,16,107.3352
-0.25,26,107.360034
-0.25,26,107.380886
-0.3,31,107.411193
-0.22,23,107.433714
-0.27,28,107.458727
-0.26,27,107.479259
-0.34,35,107.515372
-0.32,33,107.545893
-0.25,26,107.570872
-0.27,28,107.597248
-0.2,21,107.616184
-0.33,34,107.648059
-0.2,21,107.666285
-1.21,22,107.68675
-0.21,22,107.705255
-0.24,25,107.7265
-0.2,21,107.744516
-0.19,20,107.764941
-0.2,21,107.782867
-0.22,23,107.802394
-0.24,25,107.827152
-0.37,38,107.86035
-0.22,23,107.882447
-0.21,22,107.902592
-1.13,14,107.915575
-0.19,20,107.933042
-0.15,16,107.947553
-0.31,32,107.974887
-0.29,30,107.999994
-0.33,34,108.033728
-0.26,27,108.060502
-0.22,23,108.08245
-0.16,17,108.096384
-0.24,25,108.11604
-0.18,19,108.964737
-0.22,23,108.990655
-0.21,22,109.009908
-0.25,26,109.033969
-0.2,21,109.054487
-0.25,26,109.082579
-0.22,23,109.106261
-0.19,20,109.123262
-0.24,25,109.147525
-0.17,18,109.162364
-0.23,24,109.18519
-0.23,24,109.204343
-0.31,32,109.238041
-0.21,22,109.257504
-0.21,22,109.279325
-0.18,19,109.295615
-0.25,26,109.31815
-0.26,27,109.351934
-0.16,17,109.366308
-0.3,31,109.396873
-0.25,26,109.421481
-0.18,19,109.43747
-0.19,20,109.454735
-0.3,31,109.491199
-0.19,20,109.516672
-0.23,24,109.544428
-0.22,23,109.567158
-1.2,21,109.591113
-0.24,25,109.621418
-0.24,25,109.650466
-0.22,23,109.673758
-0.26,27,109.697049
-0.27,28,109.727195
-0.25,26,109.755132
-0.19,20,109.771941
-0.21,22,109.792224
-0.3,31,109.823918
-0.23,24,109.845706
-0.23,24,109.865977
-0.19,20,109.883205
-0.32,33,109.918693
-0.26,27,109.947716
-0.25,26,109.971793
-0.25,26,109.995095
-0.31,32,110.030968
-0.25,26,110.056295
-0.24,25,110.077109
-0.16,17,110.090838
-0.28,29,110.117846
-0.18,19,110.135211
-0.28,29,110.161185
-0.25,26,110.185131
-0.21,22,110.203093
-0.26,27,110.229601
-0.28,29,110.258351
-0.17,18,110.276926
-0.22,23,110.295236
-0.23,24,110.317096
-0.21,22,110.335822
-0.24,25,110.358286
-0.29,30,110.38324
-0.18,19,110.400761
-0.23,24,110.421624
-0.26,27,110.451065
-0.21,22,110.47562
-0.25,26,110.498843
-0.27,28,110.522811
-0.21,22,110.540976
-0.18,19,110.556257
-0.27,28,110.583429
-0.25,26,110.608882
-0.2,21,110.62673
-1.21,22,110.648882
-0.23,24,110.670026
-0.27,28,110.693635
-0.3,31,110.720164
-0.19,20,110.738108
-0.26,27,110.767836
-0.23,24,110.789269
-0.26,27,110.81619
-0.28,29,110.842264
-0.25,26,110.86682
-0.22,23,110.88782
-0.25,26,110.912804
-0.15,16,111.726061
-0.22,23,111.749149
-0.21,22,111.770233
-0.21,22,111.792354
-0.2,21,111.811775
-0.25,26,111.836642
-0.17,18,111.852112
-0.19,20,111.874773
-0.26,27,111.898044
-0.18,19,111.914194
-0.15,16,111.926636
-1.14,15,111.939674
-1.19,20,111.960398
-0.24,25,111.983579
-1.14,15,111.998958
-0.21,22,112.022001
-0.16,17,112.037449
-0.24,25,112.061527
-0.19,20,112.078172
-0.23,24,112.09759
-0.18,19,112.115438
-0.23,24,112.137127
-0.18,19,112.153729
-0.2,21,112.170055
-0.27,28,112.192706
-0.22,23,112.215354
-0.19,20,112.233997
-0.32,33,112.260702
-0.21,22,112.277272
-0.21,22,112.294703
-0.22,23,112.314493
-0.18,19,112.331453
-1.13,14,112.343792
-0.18,19,112.358835
-0.22,23,112.381518
-0.28,29,112.403828
-0.29,30,112.430394
-0.18,19,112.449237
-0.19,20,112.469544
-0.2,21,112.491247
-0.22,23,112.512859
-0.27,28,112.545709
-0.15,16,112.559058
-0.2,21,112.579231
-0.15,16,112.593602
-0.27,28,112.617872
-0.2,21,112.637286
-0.23,24,112.659101
-0.2,21,112.676589
-0.39,40,112.713006
-0.22,23,112.731559
-0.21,22,112.753325
-0.25,26,112.776957
-0.18,19,112.793451
-0.25,26,112.815069
-0.17,18,112.829809
-0.23,24,112.852162
-0.21,22,112.870536
-0.31,32,112.900183
-0.31,32,112.930955
-0.18,19,112.946539
-0.15,16,112.960626
-0.2,21,112.981735
-0.25,26,113.003302
-0.27,28,113.029578
-0.21,22,113.051148
-1,1,113.053278
-0.22,23,113.076083
-1.13,14,113.088545
-0.15,16,113.101956
-0.18,19,113.119235
-0.2,21,113.136963
-0.17,18,113.152305
-0.31,32,113.189094
-0.21,22,113.215099
-0.21,22,113.235396
-0.19,20,113.253005
-0.35,36,113.28553
-0.16,17,113.298736
-0.25,26,113.32621
-0.26,27,113.35263
-0.25,26,113.376231
-1.2,21,113.394394
-0.23,24,113.417971
-0.15,16,113.432144
-0.31,32,113.463303
-0.25,26,113.485227
-0.21,22,113.510792
-0.24,25,113.534242
-0.19,20,113.552861
-0.24,25,113.575395
-0.19,20,113.595634
-0.19,20,114.430169
-1.19,20,114.448289
-0.25,26,114.468407
-0.22,23,114.487562
-0.22,23,114.506048
-0.23,24,114.528095
-0.2,21,114.551075
-0.24,25,114.571685
-0.25,26,114.596096
-1.15,16,114.610196
-1.2,21,114.630044
-0.24,25,114.651245
-0.14,15,114.663584
-0.22,23,114.683939
-0.2,21,114.700251
-0.18,19,114.717285
-0.29,30,114.745082
-0.18,19,114.761863
-0.18,19,114.778397
-0.21,22,114.79657
-0.14,15,114.81336
-0.17,18,114.829942
-0.25,26,114.852393
-0.26,27,114.878953
-0.21,22,114.897595
-0.2,21,114.917213
-0.2,21,114.93706
-0.27,28,114.960716
-0.22,23,114.980958
-0.18,19,114.997596
-0.26,27,115.025465
-0.31,32,115.05358
-1.15,16,115.066115
-0.21,22,115.086069
-0.31,32,115.111619
-0.22,23,115.132016
-0.27,28,115.156582
-0.2,21,115.173882
-0.23,24,115.197628
-0.3,31,115.228971
-0.23,24,115.249659
-0.21,22,115.272831
-0.23,24,115.297078
-0.12,13,115.309587
-0.23,24,115.333258
-0.26,27,115.35662
-0.17,18,115.372158
-0.27,28,115.39724
-0.22,23,115.415563
-0.25,26,115.437818
-0.2,21,115.455074
-0.22,23,115.476977
-1.19,20,115.49413
-0.22,23,115.513346
-0.28,29,115.537524
-0.17,18,115.553466
-0.17,18,115.567111
-0.28,29,115.594887
-0.3,31,115.627292
-0.28,29,115.656385
-0.2,21,115.674439
-0.18,19,115.691671
-1,1,115.694227
-0.2,21,115.714554
-0.22,23,115.735101
-0.18,19,115.750822
-0.19,20,115.768605
-0.23,24,115.793404
-1.13,14,115.805431
-0.16,17,115.8194
-0.17,18,115.836055
-0.28,29,115.859538
-0.22,23,115.880983
-0.24,25,115.900919
-0.2,21,115.921133
-0.27,28,115.945931
-0.28,29,115.972097
-0.21,22,115.990555
-0.17,18,116.005637
-0.21,22,116.024616
-0.14,15,116.036498
-0.29,30,116.060908
-0.2,21,116.080652
-0.21,22,116.101053
-0.19,20,116.120456
-0.22,23,116.139518
-1.11,12,116.149489
-0.2,21,116.167608
-0.21,22,116.185369
-0.21,22,116.206216
-0.17,18,116.221807
-0.19,20,116.237623
-0.24,25,117.077688
-1,1,117.080223
-0.35,36,117.115947
-0.26,27,117.143204
