#{"t_start": 1627293613.616617, "env_id": null}
r,l,t
-0.21,22,117.161564
-0.19,20,117.180336
-0.21,22,117.198988
-0.25,26,117.221524
-0.16,17,117.236724
-0.24,25,117.256719
-0.22,23,117.278317
-0.29,30,117.309296
-0.22,23,117.329197
-0.2,21,117.348658
-0.2,21,117.368222
-0.25,26,117.389562
-0.23,24,117.410328
-0.23,24,117.431967
-0.16,17,117.448048
-0.22,23,117.468294
-0.21,22,117.487505
-0.13,14,117.499338
-0.24,25,117.52301
-0.2,21,117.544113
-0.23,24,117.566268
-0.2,21,117.583454
-0.18,19,117.600911
-0.22,23,117.619503
-0.23,24,117.644635
-0.26,27,117.671036
-0.17,18,117.68714
-0.35,36,117.722782
-0.27,28,117.747052
-0.29,30,117.773719
-0.26,27,117.799252
-0.24,25,117.821701
-0.22,23,117.840454
-0.22,23,117.860938
-0.27,28,117.882241
-1.14,15,117.895298
-0.14,15,117.907389
-0.2,21,117.929218
-1.18,19,117.947218
-0.2,21,117.968715
-0.14,15,117.982504
-0.2,21,118.000959
-0.23,24,118.025358
-0.3,31,118.055285
-0.26,27,118.079125
-0.2,21,118.096526
-0.24,25,118.119946
-0.25,26,118.145005
-0.22,23,118.164305
-0.18,19,118.179717
-0.22,23,118.197538
-0.2,21,118.215436
-0.2,21,118.232471
-0.25,26,118.254011
-0.21,22,118.272994
-1.13,14,118.284639
-0.28,29,118.308172
-0.22,23,118.329215
-0.22,23,118.348077
-0.19,20,118.365931
-0.15,16,118.379893
-0.19,20,118.39872
-0.2,21,118.419834
-0.28,29,118.447091
-0.19,20,118.465882
-1.13,14,118.478083
-0.2,21,118.497652
-1.22,23,118.515821
-0.22,23,118.539015
-0.29,30,118.565402
-0.23,24,118.587186
-0.22,23,118.609068
-0.2,21,118.626335
-0.21,22,118.645592
-0.19,20,118.66278
-0.19,20,118.679348
-0.2,21,118.697796
-0.26,27,118.724202
-0.27,28,118.751167
-0.25,26,118.77419
-1,1,118.776617
-0.22,23,118.797846
-0.18,19,118.814591
-0.21,22,118.834501
-0.16,17,118.849396
-0.23,24,118.870102
-0.15,16,118.884728
-0.32,33,118.916098
-0.18,19,119.676018
-0.29,30,119.701015
-0.17,18,119.716532
-0.16,17,119.735773
-0.21,22,119.752926
-0.25,26,119.776201
-0.15,16,119.790272
-0.21,22,119.81057
-0.29,30,119.836841
-0.3,31,119.865936
-0.16,17,119.879647
-0.2,21,119.896174
-0.33,34,119.931547
-0.25,26,119.95825
-0.22,23,119.978737
-0.2,21,119.995537
-0.32,33,120.027792
-0.2,21,120.046927
-0.18,19,120.063232
-0.2,21,120.082279
-0.22,23,120.103846
-0.17,18,120.120331
-0.33,34,120.147337
-0.21,22,120.166058
-0.19,20,120.182156
-1.14,15,120.195191
-0.26,27,120.221884
-0.25,26,120.247256
-0.13,14,120.259583
-0.14,15,120.272378
-1.12,13,120.283427
-0.21,22,120.302463
-0.28,29,120.329903
-0.18,19,120.348732
-0.2,21,120.367962
-0.18,19,120.383934
-0.26,27,120.405844
-1.14,15,120.419549
-0.26,27,120.442487
-0.17,18,120.457846
-0.27,28,120.484094
-0.18,19,120.499281
-0.24,25,120.522068
-0.2,21,120.539943
-0.2,21,120.559227
-0.32,33,120.589895
-0.24,25,120.611619
-0.3,31,120.639216
-0.18,19,120.654492
-0.21,22,120.677298
-0.15,16,120.691095
-0.17,18,120.707955
-1.16,17,120.723403
-1.16,17,120.738276
-0.23,24,120.75887
-0.23,24,120.782218
-0.24,25,120.803621
-0.18,19,120.820223
-0.24,25,120.844767
-0.22,23,120.864713
-0.17,18,120.882337
-0.23,24,120.905462
-0.23,24,120.927325
-0.23,24,120.949714
-1.11,12,120.959443
-0.36,37,120.990599
-0.24,25,121.012488
-0.17,18,121.028371
-0.27,28,121.052596
-0.2,21,121.071714
-0.19,20,121.088331
-0.27,28,121.114922
-0.32,33,121.15058
-1.09,10,121.15989
-0.26,27,121.182511
-0.24,25,121.207982
-0.21,22,121.228091
-0.22,23,121.250039
-0.2,21,121.269317
-0.24,25,121.294259
-1.14,15,121.307883
-1.2,21,121.325854
-1.23,24,121.346072
-0.28,29,121.372142
-0.17,18,121.389662
-0.19,20,121.407068
-0.24,25,121.430989
-1.18,19,121.446759
-0.27,28,121.471421
-0.2,21,121.489814
-0.25,26,122.258335
-1.13,14,122.27228
-0.25,26,122.298453
-0.22,23,122.318814
-0.17,18,122.33441
-0.22,23,122.359522
-0.33,34,122.390058
-0.24,25,122.412397
-0.18,19,122.429218
-0.2,21,122.447693
-0.24,25,122.470579
-0.42,43,122.514067
-0.27,28,122.539941
-0.3,31,122.56936
-0.31,32,122.598721
-1.23,24,122.621755
-0.25,26,122.6436
-0.17,18,122.66095
-0.25,26,122.686959
-0.18,19,122.704134
-0.15,16,122.717109
-1.12,13,122.728036
-0.21,22,122.747507
-0.19,20,122.765664
-0.34,35,122.797871
-0.2,21,122.816312
-0.21,22,122.835441
-0.29,30,122.862947
-0.15,16,122.877336
-0.2,21,122.896603
-0.17,18,122.911725
-0.13,14,122.923918
-0.33,34,122.955779
-0.45,46,123.001006
-0.29,30,123.028675
-0.32,33,123.058174
-0.26,27,123.08005
-0.26,27,123.106537
-0.25,26,123.133677
-0.27,28,123.160881
-0.15,16,123.175328
-0.23,24,123.197617
-0.34,35,123.230947
-0.18,19,123.249048
-0.21,22,123.270267
-0.23,24,123.292333
-0.3,31,123.321826
-0.21,22,123.341864
-0.28,29,123.368812
-0.34,35,123.399179
-0.2,21,123.417261
-0.24,25,123.439481
-0.19,20,123.458232
-0.24,25,123.483303
-0.31,32,123.513685
-0.16,17,123.527757
-0.32,33,123.56297
-0.25,26,123.586628
-0.19,20,123.607218
-0.25,26,123.62995
-0.23,24,123.651457
-0.29,30,123.679576
-0.31,32,123.709793
-0.3,31,123.740881
-1.13,14,123.75174
-0.2,21,123.76946
-1.18,19,123.786056
-0.19,20,123.803066
-0.17,18,123.820113
-0.18,19,123.838617
-0.19,20,123.85596
-0.28,29,123.884321
-0.21,22,123.901245
-0.27,28,123.925876
-0.2,21,123.944835
-0.16,17,123.960351
-0.21,22,123.981173
-0.33,34,124.014321
-0.36,37,124.04957
-0.35,36,124.080117
-0.26,27,124.105325
-0.28,29,124.133008
-0.26,27,124.987047
-1.14,15,125.000064
-0.2,21,125.017843
-0.22,23,125.039537
-0.26,27,125.065309
-0.37,38,125.101556
-0.29,30,125.132763
-0.2,21,125.150855
-0.19,20,125.16885
-1,1,125.171249
-0.36,37,125.211741
-0.3,31,125.238206
-0.25,26,125.26327
-0.24,25,125.287919
-0.25,26,125.308184
-0.32,33,125.338727
-0.26,27,125.371951
-0.33,34,125.405188
-0.42,43,125.441861
-1.22,23,125.462184
-0.32,33,125.493397
-0.2,21,125.513066
-0.25,26,125.540778
-0.23,24,125.562908
-0.18,19,125.578767
-0.32,33,125.610206
-0.18,19,125.62958
-0.27,28,125.656924
-0.29,30,125.686398
-0.24,25,125.71089
-0.2,21,125.734078
-0.24,25,125.759794
-0.23,24,125.782093
-0.38,39,125.82694
-0.29,30,125.852538
-0.2,21,125.873712
-0.25,26,125.898567
-0.27,28,125.928718
-0.24,25,125.954472
-0.23,24,125.973583
-0.23,24,126.007428
-0.35,36,126.044726
-0.29,30,126.07463
-0.15,16,126.088778
-0.23,24,126.108205
-0.26,27,126.13381
-0.24,25,126.161764
-0.32,33,126.194012
-0.33,34,126.230381
-0.33,34,126.261127
-1.13,14,126.271514
-0.25,26,126.291856
-0.22,23,126.312222
-0.23,24,126.33687
-0.28,29,126.366395
-0.17,18,126.383372
-0.28,29,126.412292
-0.23,24,126.43246
-0.21,22,126.450803
-0.39,40,126.487635
-0.38,39,126.521881
-0.2,21,126.538441
-0.29,30,126.564719
-0.19,20,126.583929
-0.29,30,126.61367
-0.35,36,126.649039
-0.21,22,126.668141
-1.18,19,126.68568
-0.23,24,126.708946
-0.24,25,126.729597
-0.23,24,126.752124
-0.35,36,126.78213
-0.21,22,126.800927
-0.31,32,126.833205
-0.22,23,126.854375
-1.21,22,126.876388
-0.27,28,126.900841
-0.24,25,126.923477
-0.22,23,127.751995
-0.17,18,127.766449
-0.25,26,127.791244
-0.23,24,127.816823
-0.3,31,127.84391
-0.2,21,127.862773
-0.21,22,127.881955
-0.24,25,127.903868
-0.21,22,127.923949
-0.32,33,127.951653
-0.2,21,127.969332
-0.27,28,127.996321
-0.21,22,128.01663
-0.26,27,128.041473
-0.22,23,128.064389
-0.16,17,128.079687
-0.2,21,128.098023
-0.16,17,128.112768
-0.21,22,128.132216
-1.23,24,128.155622
-0.19,20,128.172917
-0.24,25,128.195006
-0.25,26,128.218887
-1,1,128.221504
-1.15,16,128.236582
-0.39,40,128.273753
-0.21,22,128.294274
-0.2,21,128.312001
-0.22,23,128.332422
-0.19,20,128.351776
-0.16,17,128.367389
-0.21,22,128.385452
-0.23,24,128.408309
-0.22,23,128.429807
-0.24,25,128.452543
-0.35,36,128.489148
-0.29,30,128.520586
-0.2,21,128.540921
-0.25,26,128.56212
-0.25,26,128.583516
-0.24,25,128.607858
-1.18,19,128.625942
-0.33,34,128.6588
-0.24,25,128.681918
-0.18,19,128.698395
-0.22,23,128.717849
-0.24,25,128.742972
-0.21,22,128.762214
-0.28,29,128.794254
-0.24,25,128.815136
-1,1,128.817469
-1.21,22,128.837868
-0.24,25,128.858794
-0.29,30,128.887098
-0.29,30,128.915276
-0.21,22,128.935269
-0.19,20,128.952994
-0.16,17,128.967528
-0.26,27,128.99274
-0.21,22,129.013657
-0.2,21,129.033255
-0.27,28,129.059806
-0.21,22,129.078143
-0.26,27,129.100476
-0.17,18,129.11673
-0.2,21,129.133906
-0.32,33,129.173932
-0.23,24,129.19385
-0.14,15,129.207465
-0.2,21,129.227913
-0.29,30,129.255162
-0.2,21,129.276088
-0.22,23,129.299091
-0.2,21,129.31667
-0.22,23,129.336591
-0.32,33,129.365606
-0.23,24,129.384257
-1.15,16,129.398422
-0.27,28,129.420573
-0.2,21,129.440382
-0.23,24,129.466693
-0.21,22,129.485851
-0.31,32,129.512363
-0.24,25,129.53382
-0.37,38,129.58352
-0.2,21,129.601718
-0.28,29,129.62734
-0.27,28,130.385732
-0.25,26,130.407654
-0.25,26,130.429151
-0.22,23,130.450792
-0.28,29,130.474426
-0.22,23,130.49472
-0.22,23,130.515301
-0.32,33,130.541388
-0.17,18,130.558027
-0.25,26,130.580041
-0.24,25,130.600677
-0.18,19,130.617213
-0.23,24,130.638964
-0.25,26,130.666366
-0.23,24,130.687965
-0.22,23,130.708953
-0.28,29,130.732447
-0.19,20,130.751991
-0.23,24,130.773966
-0.21,22,130.791865
-0.18,19,130.807262
-0.24,25,130.8289
-0.22,23,130.849317
-0.25,26,130.875832
-0.18,19,130.892152
-0.3,31,130.922394
-0.23,24,130.943538
-0.17,18,130.959265
-0.17,18,130.974607
-0.24,25,130.995671
-0.32,33,131.026175
-0.25,26,131.05099
-1.15,16,131.067178
-0.23,24,131.088063
-0.2,21,131.107351
-0.22,23,131.129355
-0.22,23,131.150726
-0.2,21,131.167958
-0.14,15,131.181731
-0.28,29,131.208278
-0.19,20,131.224835
-0.14,15,131.236586
-0.34,35,131.265525
-0.18,19,131.281861
-0.22,23,131.301106
-0.23,24,131.320533
-0.23,24,131.340904
-0.24,25,131.364073
-0.25,26,131.386984
-0.17,18,131.403785
-0.21,22,131.424392
-0.19,20,131.444326
-1.2,21,131.465878
-0.28,29,131.48904
-0.25,26,131.515054
-0.24,25,131.537985
-0.22,23,131.562248
-0.21,22,131.581103
-0.16,17,131.594961
-0.21,22,131.613639
-0.21,22,131.634724
-0.21,22,131.654909
-0.18,19,131.671565
-0.17,18,131.68861
-0.33,34,131.719156
-0.27,28,131.747949
-0.28,29,131.776102
-0.21,22,131.794214
-0.17,18,131.808903
-0.23,24,131.831554
-0.2,21,131.849772
-0.15,16,131.863343
-0.19,20,131.880897
-1.08,9,131.889354
-0.22,23,131.908208
-0.23,24,131.92869
-0.22,23,131.948547
-0.2,21,131.965418
-0.18,19,131.984064
-0.21,22,132.004268
-0.23,24,132.029043
-0.19,20,132.048999
-1.18,19,132.065561
-0.24,25,132.088509
-0.23,24,132.111643
-0.4,41,132.151561
-0.26,27,132.175766
-0.23,24,132.200595
-0.22,23,132.980898
-0.27,28,133.00704
-0.18,19,133.022547
-0.18,19,133.040241
-0.14,15,133.053609
-0.16,17,133.07009
-0.21,22,133.087788
-0.26,27,133.109004
-0.19,20,133.124641
-0.21,22,133.146943
-1.27,28,133.168983
-0.23,24,133.187502
-1.17,18,133.205351
-0.25,26,133.227129
-0.26,27,133.253375
-0.29,30,133.280829
-0.22,23,133.299334
-1.16,17,133.313676
-0.17,18,133.329166
-0.16,17,133.343984
-0.16,17,133.360015
-1.2,21,133.379847
-0.19,20,133.397303
-0.21,22,133.41675
-0.2,21,133.434328
-0.18,19,133.450221
-0.22,23,133.473349
-0.2,21,133.492794
-0.2,21,133.50987
-0.16,17,133.52562
-0.31,32,133.556218
-0.18,19,133.573378
-0.21,22,133.590348
-0.18,19,133.606279
-0.25,26,133.628577
-0.25,26,133.649862
-0.29,30,133.672062
-0.18,19,133.690083
-0.19,20,133.707254
-0.22,23,133.72681
-1.18,19,133.741831
-0.19,20,133.757656
-0.18,19,133.774757
-0.22,23,133.794775
-0.24,25,133.818182
-0.23,24,133.841635
-0.26,27,133.868119
-0.24,25,133.888058
-0.35,36,133.921691
-1.15,16,133.936252
-0.24,25,133.959319
-0.19,20,133.977789
-0.18,19,133.992705
-0.16,17,134.008479
-0.21,22,134.027598
-0.18,19,134.043748
-0.28,29,134.068036
-0.25,26,134.088766
-0.27,28,134.113803
-0.21,22,134.134306
-0.24,25,134.156907
-0.25,26,134.179629
-0.22,23,134.199591
-0.22,23,134.219081
-1.01,2,134.22187
-0.2,21,134.238602
-0.22,23,134.258811
-0.21,22,134.278414
-1.14,15,134.291965
-0.18,19,134.307418
-0.21,22,134.329424
-0.16,17,134.343014
-0.19,20,134.361285
-0.15,16,134.375486
-0.22,23,134.393777
-0.2,21,134.413394
-0.22,23,134.431808
-0.18,19,134.449058
-0.23,24,134.467923
-0.2,21,134.485934
-0.22,23,134.509303
-0.22,23,134.527839
-0.15,16,134.540784
-0.19,20,134.557643
-1.11,12,134.568692
-0.2,21,134.587323
-1.2,21,134.606488
-0.16,17,134.621654
-0.22,23,134.642686
-1.13,14,134.655209
-0.21,22,134.674597
-0.18,19,134.69159
-0.25,26,134.711736
-0.17,18,134.729007
-1.15,16,134.742463
-0.25,26,135.506043
-0.41,42,135.548343
-0.26,27,135.572302
-0.19,20,135.590134
-0.18,19,135.606994
-0.21,22,135.625961
-0.43,44,135.663391
-0.21,22,135.681851
-0.22,23,135.701731
-1.19,20,135.721852
-1.14,15,135.735226
-0.19,20,135.752587
-1.19,20,135.770389
-0.19,20,135.78734
-0.26,27,135.815032
-1.17,18,135.82977
-0.22,23,135.847977
-0.2,21,135.864936
-0.25,26,135.886391
-0.23,24,135.908591
-0.19,20,135.925462
-0.24,25,135.946954
-0.2,21,135.967801
-0.23,24,135.986395
-0.28,29,136.013279
-0.28,29,136.044203
-0.2,21,136.05998
-0.21,22,136.079682
-0.18,19,136.096558
-0.24,25,136.120568
-0.19,20,136.137399
-1.13,14,136.150223
-0.25,26,136.175451
-0.27,28,136.200171
-0.27,28,136.228963
-0.24,25,136.250238
-0.22,23,136.269207
-0.24,25,136.28932
-0.24,25,136.313066
-0.19,20,136.328862
-0.18,19,136.345492
-0.23,24,136.367954
-0.25,26,136.390084
-0.35,36,136.422312
-0.21,22,136.441314
-0.14,15,136.457506
-0.2,21,136.47572
-0.23,24,136.497195
-0.26,27,136.518466
-0.38,39,136.553996
-1.16,17,136.569449
-0.27,28,136.594815
-1.13,14,136.606521
-0.27,28,136.632976
-0.19,20,136.648843
-0.2,21,136.668562
-0.2,21,136.688383
-0.27,28,136.714008
-0.2,21,136.73057
-0.26,27,136.753211
-0.28,29,136.780735
-0.19,20,136.799709
-0.19,20,136.815937
-0.23,24,136.839729
-1.22,23,136.85795
-0.32,33,136.889151
-0.25,26,136.911497
-0.2,21,136.931062
-1.12,13,136.941842
-0.21,22,136.959393
-0.28,29,136.987736
-0.18,19,137.004404
-0.26,27,137.032123
-0.17,18,137.048006
-0.25,26,137.071722
-0.19,20,137.088719
-0.19,20,137.105866
-0.25,26,137.131145
-0.26,27,137.154829
-0.21,22,137.172144
-0.21,22,137.190973
-0.25,26,137.21683
-0.19,20,137.234897
-0.25,26,137.257467
-0.24,25,137.281893
-1.23,24,137.3037
-0.34,35,137.334851
-0.27,28,138.139289
-0.2,21,138.157573
-1.15,16,138.172066
-1.15,16,138.187098
-0.26,27,138.209288
-0.24,25,138.230926
-0.2,21,138.250376
-0.18,19,138.265704
-0.21,22,138.283408
-0.35,36,138.317566
-0.21,22,138.339334
-0.24,25,138.362667
-0.26,27,138.388703
-0.27,28,138.411934
-0.22,23,138.430941
-1.17,18,138.446815
-0.21,22,138.465031
-0.18,19,138.482108
-0.26,27,138.50477
-0.23,24,138.526353
-0.19,20,138.544838
-0.26,27,138.56978
-0.16,17,138.583345
-0.19,20,138.601311
-0.21,22,138.622696
-0.22,23,138.643069
-1.19,20,138.661516
-0.18,19,138.67667
-0.27,28,138.703559
-1.12,13,138.714271
-0.22,23,138.73747
-0.33,34,138.763207
-0.22,23,138.784434
-0.22,23,138.805522
-0.32,33,138.83741
-0.33,34,138.869609
-0.19,20,138.887817
-0.17,18,138.903737
-0.24,25,138.92355
-0.25,26,138.945899
-0.21,22,138.967732
-0.24,25,138.989773
-0.21,22,139.010004
-0.35,36,139.042784
-0.2,21,139.064146
-0.22,23,139.083175
-1.11,12,139.095258
-0.19,20,139.113947
-0.24,25,139.137558
-0.24,25,139.162215
-0.24,25,139.181869
-0.21,22,139.199165
-0.2,21,139.217779
-0.18,19,139.233726
-0.23,24,139.254401
-0.2,21,139.273916
-0.27,28,139.302073
-0.25,26,139.324303
-0.35,36,139.359454
-0.2,21,139.376533
-0.22,23,139.394907
-0.17,18,139.410149
-0.19,20,139.428056
-1.2,21,139.44765
-1.12,13,139.459503
-0.22,23,139.483436
-0.25,26,139.506071
-0.25,26,139.53284
-0.27,28,139.564739
-0.26,27,139.588318
-0.18,19,139.605427
-0.25,26,139.625839
-0.18,19,139.642906
-0.2,21,139.662092
-0.25,26,139.684055
-0.24,25,139.708069
-0.27,28,139.731443
-0.27,28,139.762245
-0.25,26,139.787657
-0.25,26,139.811383
-1.13,14,139.823856
-0.24,25,139.845659
-0.35,36,139.882472
-1.19,20,139.899199
-0.29,30,139.928511
-0.33,34,139.957584
-0.21,22,140.770873
-0.23,24,140.792875
-0.2,21,140.810923
-0.3,31,140.84505
-0.28,29,140.869345
-0.27,28,140.89639
-0.2,21,140.91508
-0.21,22,140.934301
-0.26,27,140.95692
-0.18,19,140.972938
-0.22,23,140.9943
-0.24,25,141.019503
-0.19,20,141.039322
-0.19,20,141.056285
-0.24,25,141.078289
-0.25,26,141.100545
-0.35,36,141.138062
-0.29,30,141.167759
-0.19,20,141.185911
-1.22,23,141.207953
-0.27,28,141.235039
-0.25,26,141.256961
-0.24,25,141.280782
-0.28,29,141.309705
-0.24,25,141.332122
-1.18,19,141.350404
-0.23,24,141.374725
-0.29,30,141.400334
-0.26,27,141.427648
-0.2,21,141.447162
-0.18,19,141.463483
-0.19,20,141.48273
-0.2,21,141.500608
-0.21,22,141.522012
-0.22,23,141.549901
-1.2,21,141.56925
-0.27,28,141.596914
-0.25,26,141.619725
-0.25,26,141.646441
-0.33,34,141.678627
-0.28,29,141.707618
-0.23,24,141.732257
-0.19,20,141.750796
-0.21,22,141.769481
-0.24,25,141.791241
-0.23,24,141.810163
-0.19,20,141.826496
-0.23,24,141.84801
-0.37,38,141.885994
-0.21,22,141.904176
-0.32,33,141.939122
-0.28,29,141.968539
-0.19,20,141.984866
-0.2,21,142.001295
-0.28,29,142.024638
-0.2,21,142.04289
-0.23,24,142.062656
-0.26,27,142.089301
-0.19,20,142.105885
-0.28,29,142.133888
-0.32,33,142.160184
-1.28,29,142.184994
-0.21,22,142.205095
-0.19,20,142.222563
-0.31,32,142.256474
-0.26,27,142.282846
-0.18,19,142.299124
-0.26,27,142.325858
-0.38,39,142.366694
-0.22,23,142.385405
-0.18,19,142.402726
-0.31,32,142.432803
-0.32,33,142.463157
-0.27,28,142.491994
-0.25,26,142.518009
-0.24,25,142.543256
-0.4,41,142.586908
-0.28,29,142.615144
-0.23,24,142.636366
-0.28,29,142.663775
-0.19,20,143.461741
-0.14,15,143.474599
-0.23,24,143.496919
-0.19,20,143.516422
-0.29,30,143.547824
-0.23,24,143.567407
-0.18,19,143.583175
-0.24,25,143.607164
-0.24,25,143.630679
-0.31,32,143.66031
-0.21,22,143.680957
-0.28,29,143.715744
-0.19,20,143.735794
-0.22,23,143.757987
-0.27,28,143.780758
-0.22,23,143.801888
-0.26,27,143.824446
-0.24,25,143.849493
-1.15,16,143.86304
-0.2,21,143.881496
-0.22,23,143.902268
-0.19,20,143.918983
-0.23,24,143.938186
-1.15,16,143.952086
-0.32,33,143.985304
-0.22,23,144.004961
-0.29,30,144.03866
-0.22,23,144.05858
-0.22,23,144.082337
-0.19,20,144.099774
-0.37,38,144.136426
-0.2,21,144.155559
-0.29,30,144.182135
-0.18,19,144.198637
-0.21,22,144.219526
-0.29,30,144.247964
-0.27,28,144.270212
-0.25,26,144.2971
-1.14,15,144.311551
-0.2,21,144.329963
-0.22,23,144.351035
-0.21,22,144.369788
-0.21,22,144.389696
-0.26,27,144.433708
-0.24,25,144.456526
-0.21,22,144.474211
-0.27,28,144.513332
-0.17,18,144.535917
-0.3,31,144.569362
-0.23,24,144.595186
-0.25,26,144.622089
-1.22,23,144.642642
-1.22,23,144.666403
-0.22,23,144.689271
-0.38,39,144.73845
-0.27,28,144.769554
-0.29,30,144.797616
-0.21,22,144.817971
-0.21,22,144.839664
-0.28,29,144.8824
-0.19,20,144.905342
-0.21,22,144.928315
-0.25,26,144.958883
-0.26,27,144.983051
-0.29,30,145.016049
-0.23,24,145.037098
-0.29,30,145.06507
-0.24,25,145.086794
-0.25,26,145.111777
-0.21,22,145.136718
-0.23,24,145.156585
-0.24,25,145.185708
-0.24,25,145.214614
-0.21,22,145.233
-1.18,19,145.252828
-0.25,26,145.275265
-0.3,31,145.306825
-0.22,23,145.328033
-0.28,29,145.357344
-0.19,20,145.378842
-0.41,42,145.426191
-0.19,20,145.445943
-0.19,20,145.462698
-0.31,32,146.369756
-0.28,29,146.39714
-0.25,26,146.42274
-0.21,22,146.442902
-0.31,32,146.475682
-0.19,20,146.493904
-0.21,22,146.513785
-0.2,21,146.534156
-0.17,18,146.550988
-0.21,22,146.573457
-0.28,29,146.59607
-0.2,21,146.615615
-0.2,21,146.635057
-0.21,22,146.654035
-0.25,26,146.679823
-0.21,22,146.700115
-0.18,19,146.718847
-0.32,33,146.751789
-0.2,21,146.770604
-0.2,21,146.789913
-0.26,27,146.81685
-0.22,23,146.835472
-0.28,29,146.859429
-0.23,24,146.884223
-0.29,30,146.914781
-0.18,19,146.93135
-0.15,16,146.944448
-0.27,28,146.96669
-0.23,24,146.989883
-0.26,27,147.010684
-0.23,24,147.034892
-0.19,20,147.054299
-0.27,28,147.078264
-0.21,22,147.100462
-0.19,20,147.117994
-0.19,20,147.134903
-0.22,23,147.158604
-0.19,20,147.177371
-0.26,27,147.203169
-0.19,20,147.222134
-0.24,25,147.245413
-0.18,19,147.26493
-0.24,25,147.287523
-0.23,24,147.310414
-0.15,16,147.323766
-0.26,27,147.34958
-0.25,26,147.375616
-0.29,30,147.401202
-0.2,21,147.435403
-0.25,26,147.458791
-0.17,18,147.475071
-0.19,20,147.493276
-0.26,27,147.517324
-0.34,35,147.555022
-0.21,22,147.574201
-0.18,19,147.59135
-0.22,23,147.610557
-0.17,18,147.626357
-0.22,23,147.646147
-0.32,33,147.680471
-0.15,16,147.6943
-0.25,26,147.716658
-0.2,21,147.735888
-0.26,27,147.76367
-0.17,18,147.778022
-0.2,21,147.795253
-0.3,31,147.825226
-0.18,19,147.840916
-0.22,23,147.8646
-0.29,30,147.890245
-0.23,24,147.911944
-1.01,2,147.914961
-0.24,25,147.940068
-0.22,23,147.961513
-0.2,21,147.980796
-0.2,21,148.000247
-0.31,32,148.028184
-1.14,15,148.0413
-0.24,25,148.063738
-0.24,25,148.086962
-0.24,25,148.106265
-0.28,29,148.128818
-0.37,38,148.165024
-0.22,23,148.18422
-0.22,23,148.204092
-0.18,19,148.221167
-0.25,26,148.24344
-0.25,26,149.074478
-0.14,15,149.088358
