#{"t_start": 1627294000.7094872, "env_id": null}
r,l,t
-1.03,4,13.724783
-1.07,8,13.734003
-1.04,5,13.740181
-1.56,57,13.787351
-1.28,29,13.812208
-1.1,11,13.828409
-1.19,20,13.846408
-1.59,60,13.889898
-1,1,13.891587
-1.44,45,13.932076
-1.11,12,13.944154
-1.04,5,13.95024
-1.01,2,13.95468
-1.19,20,13.976846
-1.05,6,13.984452
-1.23,24,14.005392
-1.03,4,14.00951
-1.38,39,14.041203
-1.37,38,14.074187
-1.1,11,14.089055
-0.44,45,14.131141
-1.4,41,14.161268
-1.61,62,14.223128
-1.34,35,14.252518
-1.19,20,14.27495
-1.04,5,14.281071
-1.16,17,14.297863
-1.31,32,14.324768
-1.11,12,14.338413
-1.23,24,14.35843
-1.45,46,14.390904
-1.09,10,14.400468
-1.14,15,14.414494
-1.06,7,14.422534
-1.01,2,14.426443
-1.1,11,14.437582
-1.22,23,14.456557
-1.35,36,14.482862
-1.05,6,14.489876
-1.09,10,14.498965
-1.14,15,14.515566
-1.03,4,14.52097
-1.72,73,15.347442
-1.02,3,15.352818
-1.43,44,15.392958
-1.31,32,15.424484
-1.34,35,15.46474
-1.29,30,15.491815
-1.12,13,15.508834
-1.31,32,15.536262
-3.56,257,15.720039
-1.14,15,15.73443
-1.24,25,15.756523
-1.32,33,15.780699
-1.1,11,15.792476
-1.08,9,15.803647
-1.3,31,15.830956
-1.12,13,15.842464
-1.4,41,15.873642
-1.25,26,15.902016
-1.03,4,15.907868
-1.38,39,15.945966
-1.03,4,15.951359
-1.6,61,16.001205
-1,1,16.003233
-1.39,40,16.035683
-1.18,19,16.061085
-1.62,63,16.121002
-1.49,50,16.158395
-1.08,9,16.1697
-1.13,14,16.183205
-1.06,7,16.191412
-1.19,20,16.214581
-1.08,9,16.22211
-1.22,23,16.249799
-1.05,6,16.256399
-1.35,36,16.290627
-1.04,5,16.299074
-1.28,29,16.321036
-1.21,22,16.342781
-1.3,31,16.366798
-1.13,14,16.382984
-1.12,13,16.396783
-1.3,31,16.42081
-2.55,156,16.52984
-1.57,58,16.580008
-1.16,17,16.596425
-1.86,87,16.658701
-1.18,19,16.676295
-1.59,60,16.720498
-1.03,4,16.724627
-1.5,51,16.763761
-1.41,42,16.79936
-1.11,12,16.817022
-1.14,15,16.83248
-1.13,14,16.84945
-1.08,9,16.858701
-1.95,96,16.932391
-1.37,38,16.962989
-1.16,17,16.98095
-1.22,23,17.00181
-1.01,2,17.004584
-1.26,27,17.02745
-1.56,57,17.07078
-1.15,16,17.090472
-1.19,20,17.836497
-1.05,6,17.842981
-1.48,49,17.880841
-1.18,19,17.89643
-1.06,7,17.905018
-1.27,28,17.930593
-1.4,41,17.959951
-1.25,26,17.980823
-1.02,3,17.984235
-1.13,14,17.998618
-1.24,25,18.018558
-1.09,10,18.030087
-2.2,121,18.115146
-1.86,87,18.180285
-1.4,41,18.216565
-1.83,84,18.275666
-1.16,17,18.290555
-1.25,26,18.317048
-1.13,14,18.329648
-1.07,8,18.338445
-1.07,8,18.347203
-1.07,8,18.356929
-1.48,49,18.391632
-1.21,22,18.409977
-3.63,264,18.586963
-1.2,21,18.608654
-1.1,11,18.620419
-1.26,27,18.643839
-1.65,66,18.693961
-1.18,19,18.711796
-1.7,71,18.767003
-1.07,8,18.777873
-1.19,20,18.795695
-1.32,33,18.828089
-1,1,18.8299
-1.05,6,18.83534
-1.08,9,18.845772
-1.04,5,18.850238
-1.06,7,18.86098
-2.1,111,18.939342
-1.04,5,18.945095
-1.14,15,18.963523
-1.06,7,18.971671
-1.06,7,18.980417
-1.32,33,19.01133
-2.0,101,19.079857
-1.13,14,19.092669
-1.12,13,19.103836
-1.38,39,19.136389
-1.13,14,19.158053
-1.34,35,19.184518
-1.2,21,19.203432
-1.21,22,19.222312
-1.3,31,19.25226
-1.17,18,19.266854
-1,1,19.268767
-1.24,25,19.295348
-1.37,38,19.325098
-1.03,4,19.33023
-1.04,5,19.337089
-2.43,144,19.43651
-1.01,2,19.44054
-1.02,3,19.446693
-1.19,20,19.463813
-1.13,14,19.476633
-3.22,223,20.363117
-1.68,69,20.415979
-2.51,152,20.523231
-1.03,4,20.527482
-1.11,12,20.539847
-1.01,2,20.542393
-1.26,27,20.571665
-1.37,38,20.602433
-1.15,16,20.616382
-1.14,15,20.631653
-3.54,255,20.808604
-1.6,61,20.855332
-1.17,18,20.872592
-1.04,5,20.881353
-1.47,48,20.915374
-1.77,78,20.972023
-3.87,288,21.171401
-1.83,84,21.234591
-1.14,15,21.248458
-1.34,35,21.277054
-1.3,31,21.303341
-1.14,15,21.319297
-1.42,43,21.352413
-1.13,14,21.364807
-1.28,29,21.391163
-2.06,107,21.469171
-1.1,11,21.483657
-1.18,19,21.502556
-1.7,71,21.556225
-1.29,30,21.580918
-1.11,12,21.594365
-1.43,44,21.627303
-1.01,2,21.6299
-2.05,106,21.702858
-1.13,14,21.717542
-3.78,279,22.638686
-1.57,58,22.681616
-2.11,112,22.769218
-1.15,116,22.854806
-1.3,31,22.881146
-2.44,145,22.982399
-1.25,26,23.004694
-2.0,101,23.079144
-1.6,61,23.125309
-1.64,65,23.175094
-3.21,222,23.330785
-1.47,48,23.36798
-1.18,19,23.384981
-1.22,23,23.407667
-1.68,69,23.461311
-1.88,89,23.530306
-1.85,86,23.592616
-2.37,138,23.700958
-1.3,31,23.728104
-1.14,15,23.741361
-1.2,21,23.760032
-1.03,4,23.767023
-2.94,195,23.900162
-1.35,36,23.928072
-1.22,23,23.947316
-1.39,40,23.985129
-1.92,93,24.794777
-1.14,15,24.808001
-1.05,6,24.816262
-1.47,48,24.856206
-1.35,36,24.886553
-1.27,28,24.912539
-1.44,45,24.946768
-1.05,6,24.952621
-1.1,11,24.965168
-1.21,22,24.991483
-1.07,8,24.999357
-1.45,46,25.036223
-3.34,235,25.204856
-1.18,19,25.224432
-1.63,64,25.273062
-1.45,46,25.308776
-1.18,19,25.327207
-2.76,177,25.459167
-1.65,66,25.509324
-1.26,27,25.534305
-3.25,226,25.6949
-2.91,192,25.830026
-1.04,5,25.835383
-1.58,59,25.881427
-1.93,94,25.951409
-2.58,159,26.063956
-1.24,25,26.085222
-2.71,172,26.207255
-3.1,211,27.101648
-1.32,33,27.128289
-3.98,299,27.337544
-1.29,30,27.363569
-5.86,487,27.706511
-1.29,30,27.732932
-3.99,300,27.943846
-5.27,428,28.246486
-1.49,50,28.285577
-4.39,340,28.524369
-6.67,568,29.788052
-8.34,735,30.339472
-2.71,172,30.469185
-10.01,1001,31.937176
-10.01,1001,32.636958
-9.59,860,33.967936
-1.12,13,33.979996
-7.19,620,34.390306
-2.09,110,34.472261
-2.26,127,34.559111
-2.61,162,34.669748
-1.34,35,34.698441
-10.01,1001,36.103256
-1.09,10,36.115347
-10.01,1001,36.791078
-1.16,17,36.810019
-1.18,19,36.82569
-7.71,672,37.285517
-3.08,209,38.173723
-1.48,49,38.21158
-10.01,1001,38.913175
-1.15,16,38.929151
-1.05,6,38.937807
-4.39,340,39.17407
-5.43,444,39.484775
-5.14,415,40.526928
-10.01,1001,41.216406
-1.93,94,41.290711
-9.54,855,42.618871
-10.01,1001,43.315682
-1.08,9,43.324683
-4.1,311,43.55009
-1.35,36,43.578986
-10.01,1001,45.004753
-2.81,182,45.131751
-1.56,57,45.177566
-10.01,1001,45.873198
-1.42,43,45.908501
-9.61,862,47.258371
-1.23,24,47.282409
-1.21,22,47.300981
-10.39,940,47.944189
-1.22,23,47.963174
-10.01,1001,49.404876
-10.01,1001,50.102839
-1.28,29,50.124756
-3.58,259,50.309606
-1.31,32,50.337755
-7.83,684,51.564763
-10.48,949,52.221586
-1.15,16,52.235516
-1.1,11,52.244662
-1.96,97,52.317374
-1.38,39,52.349702
-1.16,17,52.364909
-10.01,1001,53.781552
-10.01,1001,54.454697
-3.4,241,54.626253
-2.91,192,55.491948
-1.25,26,55.516559
-10.01,1001,56.19937
-1.31,32,56.224027
-1.3,31,56.249347
-1.57,58,56.291644
-10.01,1001,57.696916
-1.12,13,57.711005
-1.19,20,57.730392
-1.51,52,57.771002
-1.17,18,57.785544
-2.17,118,57.87118
-1.96,97,57.94207
-4.9,391,58.229901
-1.05,6,58.240389
-6.51,552,58.629645
-1.09,10,58.640626
-1.15,16,58.657343
-5.94,495,58.991907
-1.9,91,59.065981
-1.44,45,59.827019
-10.01,1001,60.491885
-1.63,64,60.545507
-1.67,68,60.598913
-1.28,29,60.628733
-1.26,27,60.649109
-2.74,175,60.781062
-10.01,1001,62.240754
-1.27,28,62.264972
-1.08,9,62.2773
-5.43,444,62.582023
-1.2,21,62.601922
-5.86,487,62.937104
-1.65,66,62.988274
-10.01,1001,64.389074
-5.55,456,64.698251
-1.1,11,64.711438
-1.07,8,64.71973
-10.01,1001,65.406152
-1.47,48,65.444026
-8.19,720,66.676942
-1.31,32,66.705722
-1.3,31,66.732383
-1.36,37,66.761972
-1.53,54,66.802622
-4.81,382,67.076545
-10.01,1001,68.475195
-1.29,30,68.502449
-10.01,1001,69.194549
-10.01,1001,70.61753
-10.01,1001,71.334987
-2.69,170,71.458335
-1.1,11,71.469815
-1.19,20,71.488693
-6.67,568,71.893792
-1.67,68,71.946146
-10.01,1001,73.366425
-1.08,9,73.374835
-5.56,457,73.689885
-1.27,28,73.715557
-10.01,1001,75.103071
-10.01,1001,75.780484
-1.48,49,75.824023
-1.2,21,75.841773
-10.01,1001,77.282317
-10.01,1001,77.995665
-7.98,699,78.48403
-4.69,370,79.469949
-10.01,1001,80.171597
-1.34,35,80.204602
-5.01,402,80.49512
-2.5,151,80.60669
-1.38,39,80.638314
-10.01,1001,82.059093
-1.57,58,82.104073
-4.36,337,82.347089
-1.28,29,82.380408
-10.01,1001,83.822099
-1.98,99,83.899035
-10.01,1001,84.614636
-1.79,80,84.683473
-2.34,135,84.781573
-10.01,1001,86.230174
-10.01,1001,86.937948
-2.23,124,87.034401
-10.01,1001,88.438921
-10.01,1001,89.143426
-1.96,97,89.216444
-10.01,1001,90.665037
-10.01,1001,91.453987
-10.01,1001,92.944782
-10.01,1001,93.672974
-10.01,1001,95.124319
-10.01,1001,95.857803
-10.01,1001,97.326334
-10.01,1001,98.071643
-6.2,521,99.163336
-1.72,73,99.230757
-10.01,1001,99.979872
-10.01,1001,101.414739
-1.33,34,101.446221
-10.01,1001,102.154239
-10.01,1001,103.589795
-1,1,103.591745
-8.8,781,104.167434
-10.01,1001,104.889448
-10.01,1001,106.356465
-1.63,64,106.411408
-1.88,89,106.490516
-1.51,52,106.536836
-1.26,27,106.561326
-10.01,1001,107.254352
-10.01,1001,108.689126
-3.87,288,108.917406
-1.55,56,108.967268
-10.01,1001,110.418589
-10.01,1001,111.288548
-1.31,32,111.317087
-10.01,1001,112.804851
-10.01,1001,113.78384
-10.01,1001,115.350832
-2.21,122,115.455202
-1.49,50,115.500806
-10.01,1001,116.415321
-1.44,45,116.455782
-1.93,94,116.534454
-1.22,23,116.553634
-1.58,59,116.600634
-10.01,1001,118.041976
-10.01,1001,118.961138
-1.49,50,119.005137
-10.01,1001,120.832886
-10.01,1001,121.520827
-1.12,13,121.533763
-1.55,56,121.578836
-10.01,1001,123.059898
-10.01,1001,123.867975
-1.37,38,123.900912
-2.14,115,123.989471
-1.91,92,124.070076
-5.84,485,125.146852
-10.01,1001,125.931043
-10.01,1001,127.682533
-10.01,1001,128.429069
-10.01,1001,129.873384
-10.01,1001,130.620485
-10.01,1001,132.077198
-10.01,1001,132.822298
-6.44,545,133.224648
-10.01,1001,134.669055
-10.01,1001,135.380655
-10.01,1001,136.808467
-1.62,63,136.858363
-10.01,1001,137.577101
-10.01,1001,139.020497
-10.01,1001,139.74901
-10.01,1001,141.209854
-2.84,185,141.364755
-10.01,1001,142.131015
